objectid,event_dow,event_type,apprehension_made,hood_158_loc
742,Tuesday,Overdose,No,165
743,Tuesday,Person in Crisis,Yes,78
744,Tuesday,Person in Crisis,Yes,162
745,Tuesday,Person in Crisis,No,38
746,Tuesday,Suicide-related,No,95
747,Tuesday,Suicide-related,Yes,155
748,Tuesday,Person in Crisis,No,79
749,Tuesday,Overdose,No,115
750,Tuesday,Person in Crisis,No,168
751,Tuesday,Suicide-related,No,44
752,Tuesday,Person in Crisis,No,170
753,Tuesday,Person in Crisis,No,73
754,Tuesday,Person in Crisis,No,63
755,Tuesday,Suicide-related,No,112
756,Tuesday,Person in Crisis,No,171
757,Tuesday,Person in Crisis,No,73
758,Tuesday,Suicide-related,No,54
759,Tuesday,Person in Crisis,No,73
760,Tuesday,Person in Crisis,No,110
761,Tuesday,Suicide-related,No,56
762,Tuesday,Person in Crisis,No,136
763,Tuesday,Person in Crisis,Yes,72
764,Tuesday,Person in Crisis,No,170
765,Tuesday,Suicide-related,Yes,90
766,Tuesday,Person in Crisis,No,149
767,Tuesday,Suicide-related,No,172
768,Tuesday,Person in Crisis,No,47
769,Tuesday,Suicide-related,No,156
770,Tuesday,Suicide-related,No,174
771,Tuesday,Person in Crisis,Yes,94
772,Tuesday,Person in Crisis,No,68
773,Wednesday,Person in Crisis,Yes,162
774,Wednesday,Suicide-related,Yes,31
775,Wednesday,Person in Crisis,Yes,35
776,Wednesday,Person in Crisis,No,54
777,Wednesday,Person in Crisis,No,135
778,Wednesday,Suicide-related,No,43
779,Wednesday,Person in Crisis,No,21
780,Wednesday,Person in Crisis,No,121
781,Wednesday,Suicide-related,Yes,154
782,Wednesday,Person in Crisis,No,136
783,Wednesday,Person in Crisis,No,168
784,Wednesday,Suicide-related,No,39
785,Wednesday,Suicide-related,No,94
786,Wednesday,Person in Crisis,No,167
787,Wednesday,Suicide-related,Yes,106
788,Wednesday,Person in Crisis,Yes,38
789,Wednesday,Person in Crisis,Yes,163
790,Wednesday,Person in Crisis,Yes,68
791,Wednesday,Person in Crisis,No,78
792,Wednesday,Person in Crisis,Yes,92
793,Wednesday,Person in Crisis,No,68
794,Wednesday,Person in Crisis,No,162
795,Wednesday,Suicide-related,Yes,90
796,Wednesday,Person in Crisis,No,85
797,Wednesday,Suicide-related,No,162
798,Wednesday,Person in Crisis,Yes,87
799,Wednesday,Person in Crisis,No,146
800,Wednesday,Person in Crisis,No,81
801,Wednesday,Suicide-related,No,141
802,Wednesday,Person in Crisis,No,30
803,Wednesday,Person in Crisis,No,113
804,Wednesday,Suicide-related,No,70
805,Wednesday,Suicide-related,No,145
806,Wednesday,Person in Crisis,No,121
807,Wednesday,Overdose,No,90
808,Wednesday,Person in Crisis,No,48
809,Wednesday,Suicide-related,No,59
810,Wednesday,Person in Crisis,No,88
811,Wednesday,Person in Crisis,No,92
812,Wednesday,Person in Crisis,No,130
813,Wednesday,Suicide-related,Yes,61
814,Wednesday,Person in Crisis,Yes,85
815,Wednesday,Person in Crisis,No,152
816,Wednesday,Person in Crisis,No,23
817,Wednesday,Suicide-related,No,166
818,Wednesday,Person in Crisis,Yes,71
819,Wednesday,Suicide-related,Yes,39
820,Wednesday,Person in Crisis,No,32
821,Wednesday,Person in Crisis,No,73
822,Wednesday,Overdose,No,87
823,Wednesday,Suicide-related,No,74
824,Wednesday,Suicide-related,No,124
825,Wednesday,Suicide-related,No,106
826,Wednesday,Person in Crisis,No,162
827,Wednesday,Suicide-related,No,164
828,Wednesday,Suicide-related,No,73
829,Wednesday,Suicide-related,No,138
830,Wednesday,Person in Crisis,Yes,113
831,Wednesday,Person in Crisis,No,2
832,Wednesday,Suicide-related,No,68
833,Wednesday,Person in Crisis,No,11
834,Wednesday,Person in Crisis,No,164
835,Wednesday,Person in Crisis,Yes,11
836,Thursday,Suicide-related,No,95
837,Thursday,Person in Crisis,No,168
838,Thursday,Person in Crisis,No,44
839,Thursday,Suicide-related,Yes,159
840,Thursday,Person in Crisis,No,43
841,Thursday,Overdose,No,147
842,Thursday,Person in Crisis,Yes,89
843,Thursday,Suicide-related,No,1
844,Thursday,Suicide-related,No,170
845,Thursday,Suicide-related,Yes,123
846,Thursday,Person in Crisis,No,46
847,Thursday,Person in Crisis,No,62
848,Thursday,Person in Crisis,No,135
849,Thursday,Person in Crisis,No,73
850,Thursday,Person in Crisis,No,170
851,Thursday,Person in Crisis,Yes,35
852,Thursday,Person in Crisis,No,65
853,Thursday,Person in Crisis,No,170
854,Thursday,Person in Crisis,No,13
855,Thursday,Person in Crisis,No,73
856,Thursday,Person in Crisis,No,162
857,Thursday,Person in Crisis,No,25
858,Thursday,Person in Crisis,No,162
859,Thursday,Person in Crisis,No,90
860,Thursday,Suicide-related,No,146
861,Thursday,Suicide-related,No,170
862,Thursday,Suicide-related,No,168
863,Thursday,Person in Crisis,No,68
864,Thursday,Suicide-related,No,171
865,Thursday,Person in Crisis,No,68
866,Thursday,Suicide-related,Yes,70
867,Thursday,Person in Crisis,No,83
868,Thursday,Person in Crisis,No,103
869,Thursday,Suicide-related,No,113
870,Thursday,Person in Crisis,No,87
871,Thursday,Person in Crisis,Yes,54
872,Thursday,Overdose,No,141
873,Thursday,Person in Crisis,Yes,163
874,Thursday,Person in Crisis,No,84
875,Thursday,Person in Crisis,No,52
876,Thursday,Person in Crisis,No,136
877,Thursday,Person in Crisis,No,73
878,Thursday,Suicide-related,Yes,174
879,Thursday,Suicide-related,No,74
880,Thursday,Person in Crisis,No,61
881,Thursday,Overdose,No,63
882,Thursday,Person in Crisis,No,163
883,Thursday,Suicide-related,No,139
884,Thursday,Person in Crisis,No,126
885,Thursday,Person in Crisis,No,121
886,Thursday,Person in Crisis,No,170
887,Thursday,Person in Crisis,No,91
888,Thursday,Overdose,No,19
889,Thursday,Person in Crisis,Yes,31
890,Thursday,Suicide-related,Yes,160
891,Thursday,Person in Crisis,Yes,91
892,Thursday,Person in Crisis,Yes,37
893,Thursday,Person in Crisis,No,99
894,Thursday,Overdose,No,44
895,Thursday,Person in Crisis,Yes,68
896,Thursday,Person in Crisis,No,162
897,Thursday,Person in Crisis,No,54
898,Thursday,Suicide-related,No,79
899,Thursday,Person in Crisis,No,139
900,Thursday,Suicide-related,No,98
901,Thursday,Suicide-related,No,124
902,Friday,Person in Crisis,No,156
903,Friday,Person in Crisis,No,135
904,Friday,Suicide-related,No,92
905,Friday,Person in Crisis,No,164
906,Friday,Person in Crisis,No,73
907,Friday,Person in Crisis,No,39
908,Friday,Person in Crisis,Yes,112
909,Friday,Person in Crisis,No,162
910,Friday,Person in Crisis,Yes,98
911,Friday,Overdose,No,170
912,Friday,Person in Crisis,No,111
913,Friday,Suicide-related,No,156
914,Friday,Person in Crisis,No,78
915,Friday,Person in Crisis,No,58
916,Friday,Person in Crisis,Yes,95
917,Friday,Suicide-related,Yes,27
918,Friday,Person in Crisis,Yes,57
919,Friday,Person in Crisis,No,135
920,Friday,Suicide-related,Yes,100
921,Friday,Suicide-related,No,124
922,Friday,Person in Crisis,No,27
923,Friday,Person in Crisis,No,65
924,Friday,Suicide-related,No,18
925,Friday,Overdose,No,73
926,Friday,Suicide-related,Yes,16
927,Friday,Person in Crisis,No,81
928,Friday,Person in Crisis,Yes,72
929,Friday,Person in Crisis,Yes,27
930,Friday,Person in Crisis,No,78
931,Friday,Person in Crisis,Yes,109
932,Friday,Overdose,No,78
933,Friday,Suicide-related,No,90
934,Friday,Person in Crisis,Yes,167
935,Friday,Person in Crisis,No,27
936,Friday,Overdose,No,80
937,Friday,Overdose,No,1
938,Friday,Person in Crisis,No,85
939,Friday,Person in Crisis,No,27
940,Friday,Overdose,No,68
941,Friday,Person in Crisis,No,90
942,Friday,Suicide-related,No,163
943,Friday,Person in Crisis,No,148
944,Friday,Person in Crisis,No,79
945,Friday,Suicide-related,No,166
946,Friday,Person in Crisis,No,78
947,Friday,Person in Crisis,No,108
948,Friday,Person in Crisis,No,166
949,Friday,Suicide-related,No,151
950,Friday,Suicide-related,No,27
951,Friday,Person in Crisis,No,168
952,Friday,Suicide-related,Yes,85
953,Friday,Person in Crisis,No,85
954,Friday,Overdose,No,95
955,Saturday,Suicide-related,No,87
956,Saturday,Person in Crisis,No,5
957,Saturday,Suicide-related,No,66
958,Saturday,Person in Crisis,No,12
959,Saturday,Person in Crisis,Yes,124
960,Saturday,Person in Crisis,No,90
961,Saturday,Overdose,Yes,135
962,Saturday,Suicide-related,No,2
963,Saturday,Person in Crisis,No,87
964,Saturday,Person in Crisis,No,155
965,Saturday,Person in Crisis,No,47
966,Saturday,Person in Crisis,Yes,83
967,Saturday,Person in Crisis,No,25
968,Saturday,Suicide-related,Yes,70
969,Saturday,Person in Crisis,No,81
970,Saturday,Overdose,No,139
971,Saturday,Person in Crisis,No,83
972,Saturday,Person in Crisis,No,78
973,Saturday,Person in Crisis,No,30
974,Saturday,Person in Crisis,Yes,115
975,Saturday,Person in Crisis,No,90
976,Saturday,Overdose,Yes,41
977,Saturday,Suicide-related,No,30
978,Saturday,Person in Crisis,No,95
979,Saturday,Person in Crisis,No,16
980,Saturday,Overdose,No,165
981,Saturday,Suicide-related,No,141
982,Saturday,Suicide-related,No,102
983,Saturday,Suicide-related,No,95
984,Saturday,Suicide-related,Yes,172
985,Saturday,Person in Crisis,No,167
986,Saturday,Suicide-related,No,169
987,Saturday,Person in Crisis,No,90
988,Saturday,Person in Crisis,No,170
989,Saturday,Suicide-related,No,2
990,Saturday,Person in Crisis,No,65
991,Saturday,Person in Crisis,No,65
992,Saturday,Person in Crisis,No,2
993,Saturday,Suicide-related,No,19
994,Saturday,Suicide-related,Yes,40
995,Saturday,Person in Crisis,No,94
996,Saturday,Person in Crisis,No,162
997,Saturday,Person in Crisis,No,124
998,Saturday,Suicide-related,No,95
999,Sunday,Suicide-related,No,162
1000,Sunday,Suicide-related,Yes,54
1001,Sunday,Person in Crisis,No,62
1002,Sunday,Person in Crisis,No,90
1003,Sunday,Person in Crisis,No,158
1004,Sunday,Person in Crisis,No,95
1005,Sunday,Person in Crisis,Yes,32
1006,Sunday,Person in Crisis,Yes,18
1007,Sunday,Person in Crisis,No,79
1008,Sunday,Person in Crisis,No,61
1009,Sunday,Person in Crisis,No,99
1010,Sunday,Person in Crisis,No,12
1011,Sunday,Person in Crisis,Yes,2
1012,Sunday,Suicide-related,Yes,140
1013,Sunday,Person in Crisis,No,39
1014,Sunday,Person in Crisis,No,78
1015,Sunday,Person in Crisis,No,78
1016,Sunday,Suicide-related,No,27
1017,Sunday,Person in Crisis,No,108
1018,Sunday,Person in Crisis,No,124
1019,Sunday,Person in Crisis,No,154
1020,Sunday,Person in Crisis,Yes,101
1021,Sunday,Suicide-related,No,72
1022,Sunday,Suicide-related,Yes,70
1023,Sunday,Person in Crisis,No,162
1024,Sunday,Person in Crisis,No,90
1025,Sunday,Suicide-related,No,2
1026,Sunday,Person in Crisis,No,78
1027,Sunday,Person in Crisis,No,142
1028,Sunday,Suicide-related,No,123
1029,Sunday,Person in Crisis,No,73
1030,Sunday,Suicide-related,No,168
1031,Sunday,Person in Crisis,No,111
1032,Sunday,Person in Crisis,Yes,63
1033,Sunday,Suicide-related,Yes,170
1034,Sunday,Person in Crisis,No,121
1035,Sunday,Person in Crisis,No,78
1036,Sunday,Person in Crisis,No,87
1037,Sunday,Person in Crisis,No,100
1038,Sunday,Suicide-related,No,164
1039,Sunday,Person in Crisis,No,32
1040,Sunday,Overdose,Yes,145
1041,Sunday,Suicide-related,No,170
1042,Sunday,Person in Crisis,Yes,1
1043,Sunday,Person in Crisis,No,120
1044,Sunday,Person in Crisis,No,65
1045,Sunday,Suicide-related,No,38
1046,Sunday,Suicide-related,Yes,19
1047,Monday,Person in Crisis,No,135
1048,Monday,Person in Crisis,No,63
1049,Monday,Person in Crisis,No,16
1050,Monday,Suicide-related,Yes,158
1051,Monday,Overdose,No,85
1052,Monday,Person in Crisis,No,135
1053,Monday,Person in Crisis,No,99
1054,Monday,Suicide-related,Yes,84
1055,Monday,Suicide-related,No,30
1056,Monday,Person in Crisis,No,113
1057,Monday,Person in Crisis,Yes,90
1058,Monday,Person in Crisis,Yes,139
1059,Monday,Person in Crisis,No,47
1060,Monday,Overdose,No,84
1061,Monday,Suicide-related,No,78
1062,Monday,Person in Crisis,No,85
1063,Monday,Suicide-related,No,87
1064,Monday,Suicide-related,Yes,159
1065,Monday,Overdose,No,20
1066,Monday,Person in Crisis,No,73
1067,Monday,Person in Crisis,No,166
1068,Monday,Person in Crisis,Yes,123
1069,Monday,Suicide-related,No,96
1070,Monday,Person in Crisis,No,141
1071,Monday,Overdose,No,78
1072,Monday,Suicide-related,No,119
1073,Monday,Person in Crisis,Yes,170
1074,Monday,Person in Crisis,No,63
1075,Monday,Suicide-related,No,20
1076,Monday,Person in Crisis,No,57
1077,Monday,Person in Crisis,No,27
1078,Monday,Person in Crisis,Yes,54
1079,Monday,Person in Crisis,No,160
1080,Monday,Overdose,No,169
1081,Monday,Suicide-related,No,98
1082,Monday,Person in Crisis,No,158
1083,Monday,Overdose,No,124
1084,Monday,Person in Crisis,No,159
1085,Monday,Person in Crisis,No,111
1086,Monday,Person in Crisis,No,118
1087,Monday,Suicide-related,No,110
1088,Monday,Person in Crisis,No,73
1089,Monday,Suicide-related,No,63
1090,Monday,Person in Crisis,No,85
1091,Monday,Suicide-related,No,163
1092,Monday,Suicide-related,No,163
1093,Monday,Person in Crisis,Yes,157
1095,Monday,Person in Crisis,No,85
1096,Monday,Person in Crisis,Yes,136
1097,Monday,Suicide-related,No,143
1098,Monday,Overdose,No,165
1099,Monday,Person in Crisis,No,73
1100,Monday,Overdose,Yes,106
1101,Monday,Suicide-related,No,121
1102,Tuesday,Person in Crisis,No,73
1103,Tuesday,Person in Crisis,No,171
1104,Tuesday,Suicide-related,Yes,69
1105,Tuesday,Person in Crisis,No,110
1106,Tuesday,Person in Crisis,Yes,171
1107,Tuesday,Suicide-related,Yes,166
1108,Tuesday,Person in Crisis,No,78
1109,Tuesday,Person in Crisis,No,167
1110,Tuesday,Suicide-related,No,122
1111,Tuesday,Suicide-related,No,158
1112,Tuesday,Overdose,No,20
1113,Tuesday,Person in Crisis,No,79
1114,Tuesday,Person in Crisis,No,106
1115,Tuesday,Person in Crisis,Yes,100
1116,Tuesday,Person in Crisis,No,81
1117,Tuesday,Suicide-related,Yes,159
1118,Tuesday,Suicide-related,No,85
1119,Tuesday,Person in Crisis,No,170
1120,Tuesday,Person in Crisis,No,111
1121,Tuesday,Person in Crisis,No,83
1122,Tuesday,Person in Crisis,Yes,63
1123,Tuesday,Person in Crisis,No,107
1124,Tuesday,Suicide-related,No,25
1125,Tuesday,Person in Crisis,No,135
1126,Tuesday,Suicide-related,Yes,21
1127,Tuesday,Person in Crisis,No,16
1128,Tuesday,Suicide-related,No,168
1129,Tuesday,Person in Crisis,No,88
1130,Tuesday,Suicide-related,No,83
1131,Tuesday,Suicide-related,No,166
1132,Tuesday,Person in Crisis,Yes,30
1133,Tuesday,Person in Crisis,Yes,113
1134,Tuesday,Person in Crisis,Yes,162
1135,Tuesday,Person in Crisis,No,80
1136,Tuesday,Person in Crisis,Yes,95
1137,Tuesday,Person in Crisis,No,88
1138,Tuesday,Person in Crisis,No,125
1139,Tuesday,Suicide-related,Yes,174
1140,Tuesday,Person in Crisis,No,73
1141,Wednesday,Person in Crisis,Yes,136
1142,Wednesday,Overdose,Yes,70
1143,Wednesday,Suicide-related,No,87
1144,Wednesday,Suicide-related,No,167
1145,Wednesday,Person in Crisis,Yes,125
1146,Wednesday,Person in Crisis,Yes,78
1147,Wednesday,Overdose,No,1
1148,Wednesday,Person in Crisis,Yes,69
1149,Wednesday,Person in Crisis,Yes,170
1150,Wednesday,Person in Crisis,Yes,170
1151,Wednesday,Suicide-related,Yes,42
1152,Wednesday,Person in Crisis,No,86
1153,Wednesday,Suicide-related,No,154
1154,Wednesday,Suicide-related,No,124
1155,Wednesday,Person in Crisis,Yes,154
1156,Wednesday,Person in Crisis,No,70
1157,Wednesday,Suicide-related,Yes,80
1158,Wednesday,Person in Crisis,No,74
1159,Wednesday,Suicide-related,No,168
1160,Wednesday,Person in Crisis,No,80
1161,Wednesday,Suicide-related,No,43
1162,Wednesday,Person in Crisis,No,78
1163,Wednesday,Suicide-related,Yes,110
1164,Wednesday,Overdose,No,78
1165,Wednesday,Person in Crisis,Yes,162
1166,Wednesday,Suicide-related,No,1
1167,Wednesday,Suicide-related,Yes,99
1168,Wednesday,Person in Crisis,No,63
1169,Wednesday,Person in Crisis,No,135
1170,Wednesday,Person in Crisis,No,87
1171,Wednesday,Suicide-related,Yes,171
1172,Wednesday,Person in Crisis,No,106
1173,Wednesday,Person in Crisis,No,124
1174,Wednesday,Person in Crisis,No,95
1175,Wednesday,Person in Crisis,Yes,83
1176,Wednesday,Person in Crisis,No,81
1177,Wednesday,Person in Crisis,Yes,53
1178,Wednesday,Person in Crisis,No,90
1179,Wednesday,Person in Crisis,No,7
1180,Wednesday,Person in Crisis,Yes,120
1181,Wednesday,Overdose,Yes,38
1182,Wednesday,Person in Crisis,No,170
1183,Wednesday,Person in Crisis,No,166
1184,Wednesday,Person in Crisis,No,107
1185,Wednesday,Person in Crisis,No,85
1186,Wednesday,Person in Crisis,No,61
1187,Wednesday,Person in Crisis,No,171
1188,Wednesday,Suicide-related,Yes,21
1189,Wednesday,Person in Crisis,Yes,102
1190,Wednesday,Person in Crisis,Yes,115
1191,Wednesday,Person in Crisis,No,170
1192,Wednesday,Overdose,Yes,27
1193,Wednesday,Person in Crisis,No,111
1194,Wednesday,Suicide-related,No,156
1195,Wednesday,Person in Crisis,No,70
1196,Wednesday,Overdose,No,79
1197,Wednesday,Overdose,Yes,27
1198,Wednesday,Person in Crisis,No,154
1199,Wednesday,Suicide-related,No,59
1200,Wednesday,Suicide-related,No,24
1201,Thursday,Person in Crisis,No,168
1202,Thursday,Person in Crisis,No,113
1203,Thursday,Suicide-related,No,73
1204,Thursday,Person in Crisis,No,90
1205,Thursday,Overdose,No,62
1206,Thursday,Overdose,No,80
1207,Thursday,Person in Crisis,No,21
1208,Thursday,Suicide-related,Yes,147
1209,Thursday,Overdose,No,1
1210,Thursday,Person in Crisis,No,85
1211,Thursday,Person in Crisis,Yes,142
1212,Thursday,Suicide-related,Yes,166
1213,Thursday,Person in Crisis,No,154
1214,Thursday,Person in Crisis,No,154
1215,Thursday,Suicide-related,No,140
1216,Thursday,Suicide-related,Yes,69
1217,Thursday,Suicide-related,Yes,168
1218,Thursday,Person in Crisis,No,107
1219,Thursday,Overdose,Yes,87
1220,Thursday,Person in Crisis,No,39
1221,Thursday,Person in Crisis,No,125
1222,Thursday,Person in Crisis,Yes,91
1223,Thursday,Person in Crisis,No,73
1224,Thursday,Person in Crisis,No,73
1225,Thursday,Person in Crisis,No,5
1226,Thursday,Suicide-related,No,155
1227,Thursday,Suicide-related,No,43
1228,Thursday,Person in Crisis,No,167
1229,Thursday,Suicide-related,No,135
1230,Thursday,Person in Crisis,No,112
1231,Thursday,Person in Crisis,No,169
1232,Thursday,Overdose,No,78
1233,Thursday,Person in Crisis,No,144
1234,Thursday,Suicide-related,No,164
1235,Thursday,Person in Crisis,No,170
1236,Thursday,Person in Crisis,Yes,128
1237,Thursday,Person in Crisis,No,69
1238,Thursday,Suicide-related,Yes,121
1239,Thursday,Person in Crisis,Yes,108
1240,Thursday,Person in Crisis,No,62
1241,Thursday,Suicide-related,No,172
1242,Thursday,Suicide-related,No,142
1243,Thursday,Person in Crisis,Yes,27
1244,Thursday,Suicide-related,Yes,27
1245,Friday,Person in Crisis,No,94
1246,Friday,Suicide-related,No,168
1247,Friday,Person in Crisis,No,80
1248,Friday,Suicide-related,No,54
1249,Friday,Suicide-related,No,164
1250,Friday,Suicide-related,No,65
1251,Friday,Person in Crisis,No,165
1252,Friday,Person in Crisis,No,1
1253,Friday,Person in Crisis,Yes,83
1254,Friday,Person in Crisis,No,170
1255,Friday,Suicide-related,No,115
1256,Friday,Person in Crisis,No,52
1257,Friday,Suicide-related,No,81
1258,Friday,Person in Crisis,No,87
1259,Friday,Suicide-related,No,78
1260,Friday,Person in Crisis,No,106
1261,Friday,Person in Crisis,Yes,55
1262,Friday,Suicide-related,Yes,50
1263,Friday,Person in Crisis,No,170
1264,Friday,Person in Crisis,No,111
1265,Friday,Person in Crisis,No,71
1266,Friday,Suicide-related,No,73
1267,Friday,Person in Crisis,No,170
1268,Friday,Person in Crisis,No,94
1269,Friday,Person in Crisis,No,68
1270,Friday,Person in Crisis,No,84
1271,Friday,Person in Crisis,No,6
1272,Friday,Person in Crisis,No,85
1273,Friday,Suicide-related,Yes,27
1274,Friday,Person in Crisis,No,136
1275,Friday,Person in Crisis,No,170
1276,Friday,Suicide-related,No,171
1277,Friday,Suicide-related,No,138
1278,Friday,Person in Crisis,No,62
1279,Friday,Person in Crisis,No,70
1280,Friday,Person in Crisis,Yes,138
1281,Friday,Person in Crisis,No,81
1282,Friday,Suicide-related,No,65
1283,Friday,Suicide-related,No,112
1284,Friday,Person in Crisis,No,170
