objectid,event_type,hood_158_loc
1205,Overdose,62
1206,Overdose,80
1207,Person in Crisis,21
1208,Suicide-related,147
1209,Overdose,1
1210,Person in Crisis,85
1211,Person in Crisis,142
1212,Suicide-related,166
1213,Person in Crisis,154
1214,Person in Crisis,154
1215,Suicide-related,140
1216,Suicide-related,69
1217,Suicide-related,168
1218,Person in Crisis,107
1219,Overdose,87
1220,Person in Crisis,39
1221,Person in Crisis,125
1222,Person in Crisis,91
1223,Person in Crisis,73
1224,Person in Crisis,73
1225,Person in Crisis,5
1226,Suicide-related,155
1227,Suicide-related,43
1228,Person in Crisis,167
1229,Suicide-related,135
1230,Person in Crisis,112
1231,Person in Crisis,169
1232,Overdose,78
1233,Person in Crisis,144
1234,Suicide-related,164
1235,Person in Crisis,170
1236,Person in Crisis,128
1237,Person in Crisis,69
1238,Suicide-related,121
1239,Person in Crisis,108
1240,Person in Crisis,62
1241,Suicide-related,172
1242,Suicide-related,142
1243,Person in Crisis,27
1244,Suicide-related,27
1245,Person in Crisis,94
1246,Suicide-related,168
1247,Person in Crisis,80
1248,Suicide-related,54
1249,Suicide-related,164
1250,Suicide-related,65
1251,Person in Crisis,165
1252,Person in Crisis,1
1253,Person in Crisis,83
1254,Person in Crisis,170
1255,Suicide-related,115
1256,Person in Crisis,52
1257,Suicide-related,81
1258,Person in Crisis,87
1259,Suicide-related,78
1260,Person in Crisis,106
1261,Person in Crisis,55
1262,Suicide-related,50
1263,Person in Crisis,170
1264,Person in Crisis,111
1265,Person in Crisis,71
1266,Suicide-related,73
1267,Person in Crisis,170
1268,Person in Crisis,94
1269,Person in Crisis,68
1270,Person in Crisis,84
1271,Person in Crisis,6
1272,Person in Crisis,85
1273,Suicide-related,27
1274,Person in Crisis,136
1275,Person in Crisis,170
1276,Suicide-related,171
1277,Suicide-related,138
1278,Person in Crisis,62
1279,Person in Crisis,70
1280,Person in Crisis,138
1281,Person in Crisis,81
1282,Suicide-related,65
1283,Suicide-related,112
1284,Person in Crisis,170
1285,Person in Crisis,94
1286,Person in Crisis,16
1287,Suicide-related,79
1288,Suicide-related,39
1289,Person in Crisis,168
1290,Suicide-related,59
1291,Person in Crisis,155
1292,Person in Crisis,85
1293,Person in Crisis,73
1294,Person in Crisis,38
1295,Person in Crisis,111
1296,Overdose,162
1297,Person in Crisis,81
1298,Person in Crisis,31
1299,Person in Crisis,99
1300,Person in Crisis,59
1301,Person in Crisis,126
1302,Person in Crisis,85
1303,Person in Crisis,73
1304,Suicide-related,170
1305,Person in Crisis,123
1306,Suicide-related,1
1307,Person in Crisis,170
1308,Overdose,55
1309,Person in Crisis,32
1310,Person in Crisis,47
1311,Suicide-related,18
1312,Person in Crisis,142
1313,Overdose,12
1314,Suicide-related,52
1315,Person in Crisis,43
1316,Person in Crisis,31
1317,Suicide-related,3
1318,Overdose,149
1319,Suicide-related,153
1320,Overdose,53
1321,Person in Crisis,25
1322,Suicide-related,168
1323,Suicide-related,54
1324,Person in Crisis,73
1325,Person in Crisis,73
1326,Suicide-related,8
1327,Suicide-related,135
1328,Suicide-related,170
1329,Suicide-related,73
1330,Person in Crisis,170
1331,Person in Crisis,19
1332,Person in Crisis,157
1333,Suicide-related,111
1334,Suicide-related,37
1335,Person in Crisis,19
1336,Person in Crisis,135
1337,Person in Crisis,107
1338,Overdose,44
1339,Person in Crisis,54
1340,Person in Crisis,106
1341,Person in Crisis,7
1342,Person in Crisis,65
1343,Suicide-related,58
1344,Overdose,173
1345,Overdose,146
1346,Person in Crisis,122
1347,Person in Crisis,88
1348,Overdose,107
1349,Person in Crisis,159
1350,Person in Crisis,171
1351,Person in Crisis,31
1352,Person in Crisis,95
1353,Person in Crisis,44
1354,Suicide-related,47
1355,Suicide-related,80
1356,Person in Crisis,139
1357,Person in Crisis,111
1358,Person in Crisis,167
1359,Suicide-related,87
1360,Suicide-related,33
1361,Person in Crisis,62
1362,Suicide-related,71
1363,Person in Crisis,128
1364,Person in Crisis,163
1365,Overdose,159
1366,Person in Crisis,79
1367,Person in Crisis,47
1368,Person in Crisis,37
1369,Suicide-related,142
1370,Person in Crisis,63
1371,Person in Crisis,83
1372,Suicide-related,111
1373,Person in Crisis,168
1374,Suicide-related,24
1375,Suicide-related,136
1376,Person in Crisis,46
1377,Person in Crisis,85
1378,Person in Crisis,107
1379,Person in Crisis,145
1380,Person in Crisis,47
1381,Person in Crisis,54
1382,Person in Crisis,89
1383,Person in Crisis,111
1384,Person in Crisis,61
1385,Person in Crisis,168
1386,Suicide-related,23
1387,Person in Crisis,24
1388,Person in Crisis,9
1389,Suicide-related,65
1390,Person in Crisis,1
1391,Person in Crisis,18
1392,Person in Crisis,170
1393,Person in Crisis,81
1394,Suicide-related,170
1395,Person in Crisis,86
1396,Person in Crisis,73
1397,Person in Crisis,48
1398,Person in Crisis,25
1399,Person in Crisis,133
1400,Overdose,111
1401,Suicide-related,50
1402,Person in Crisis,63
1403,Suicide-related,142
1404,Person in Crisis,85
1405,Overdose,148
1406,Person in Crisis,85
1407,Overdose,161
1408,Suicide-related,155
1409,Person in Crisis,11
1410,Suicide-related,73
1411,Person in Crisis,73
1412,Person in Crisis,73
1413,Person in Crisis,154
1414,Overdose,78
1415,Person in Crisis,139
1416,Person in Crisis,25
1417,Overdose,27
1418,Suicide-related,156
1419,Person in Crisis,65
1420,Suicide-related,133
1421,Person in Crisis,170
1422,Person in Crisis,123
1423,Person in Crisis,125
1424,Person in Crisis,50
1425,Suicide-related,31
1426,Person in Crisis,73
1427,Person in Crisis,111
1428,Overdose,154
1429,Overdose,81
1430,Person in Crisis,85
1431,Person in Crisis,170
1432,Suicide-related,39
1433,Person in Crisis,78
1434,Person in Crisis,70
1435,Overdose,1
1436,Person in Crisis,110
1437,Suicide-related,84
1438,Suicide-related,164
1439,Person in Crisis,40
1440,Person in Crisis,27
1441,Suicide-related,25
1442,Person in Crisis,166
1443,Person in Crisis,162
1444,Person in Crisis,162
1445,Suicide-related,83
1446,Person in Crisis,83
1447,Suicide-related,99
1448,Suicide-related,111
1449,Suicide-related,170
1450,Person in Crisis,70
1451,Overdose,170
1452,Suicide-related,40
1453,Suicide-related,20
1454,Suicide-related,169
1455,Suicide-related,35
1456,Person in Crisis,111
1457,Person in Crisis,25
1458,Person in Crisis,85
1459,Suicide-related,80
1460,Suicide-related,135
1461,Person in Crisis,135
1462,Person in Crisis,25
1463,Person in Crisis,31
1464,Person in Crisis,143
1465,Overdose,2
1466,Person in Crisis,163
1467,Person in Crisis,85
1468,Person in Crisis,92
1469,Suicide-related,124
1470,Suicide-related,73
1471,Person in Crisis,65
1472,Suicide-related,27
1473,Person in Crisis,124
1474,Suicide-related,83
1475,Suicide-related,33
1476,Suicide-related,124
1477,Overdose,72
1478,Person in Crisis,115
1479,Suicide-related,95
1480,Suicide-related,81
1481,Suicide-related,107
1482,Overdose,27
1483,Person in Crisis,27
1484,Suicide-related,33
1485,Person in Crisis,64
1486,Person in Crisis,145
1487,Person in Crisis,136
1488,Person in Crisis,95
1489,Person in Crisis,7
1490,Person in Crisis,85
1491,Suicide-related,64
1492,Suicide-related,170
1493,Person in Crisis,79
1494,Suicide-related,73
1495,Person in Crisis,90
1496,Person in Crisis,52
1497,Suicide-related,111
1498,Person in Crisis,138
1499,Person in Crisis,68
1500,Person in Crisis,136
1501,Person in Crisis,164
1502,Person in Crisis,52
1503,Person in Crisis,170
1504,Person in Crisis,38
1505,Suicide-related,125
1506,Person in Crisis,73
1507,Suicide-related,170
1508,Suicide-related,115
1509,Person in Crisis,90
1510,Suicide-related,85
1511,Suicide-related,65
1512,Person in Crisis,172
1513,Person in Crisis,85
1514,Person in Crisis,73
1515,Suicide-related,44
1516,Person in Crisis,155
1517,Person in Crisis,33
1518,Person in Crisis,135
1519,Person in Crisis,81
1520,Person in Crisis,170
1521,Person in Crisis,73
1522,Person in Crisis,136
1523,Person in Crisis,142
1524,Person in Crisis,25
1525,Suicide-related,169
1526,Person in Crisis,128
1527,Person in Crisis,164
1528,Person in Crisis,54
1529,Person in Crisis,171
1530,Person in Crisis,1
1531,Suicide-related,167
1532,Person in Crisis,20
1533,Suicide-related,36
1534,Person in Crisis,94
1535,Person in Crisis,170
1536,Person in Crisis,113
1537,Person in Crisis,70
1538,Person in Crisis,110
1539,Suicide-related,120
1540,Person in Crisis,73
1541,Person in Crisis,139
1542,Suicide-related,34
1543,Suicide-related,62
1544,Suicide-related,112
1545,Suicide-related,54
1546,Overdose,73
1547,Person in Crisis,162
1548,Person in Crisis,150
1549,Suicide-related,134
1550,Suicide-related,160
1551,Person in Crisis,36
1552,Person in Crisis,144
1553,Person in Crisis,18
1554,Person in Crisis,6
1555,Person in Crisis,85
1556,Person in Crisis,115
1557,Person in Crisis,72
1558,Person in Crisis,143
1559,Person in Crisis,70
1560,Person in Crisis,70
1561,Suicide-related,42
1562,Suicide-related,85
1563,Suicide-related,171
1564,Person in Crisis,43
1565,Suicide-related,170
1566,Person in Crisis,88
1567,Suicide-related,59
1568,Person in Crisis,52
1569,Person in Crisis,169
1570,Suicide-related,139
1571,Overdose,162
1572,Person in Crisis,74
1573,Person in Crisis,1
1574,Person in Crisis,168
1575,Suicide-related,112
1576,Suicide-related,85
1577,Suicide-related,154
1578,Overdose,78
1579,Person in Crisis,155
1580,Person in Crisis,92
1581,Suicide-related,167
1582,Person in Crisis,138
1583,Person in Crisis,52
1584,Person in Crisis,112
1585,Person in Crisis,88
1586,Person in Crisis,85
1587,Person in Crisis,164
1588,Person in Crisis,85
1589,Person in Crisis,112
1590,Suicide-related,168
1591,Person in Crisis,57
1592,Person in Crisis,62
1593,Person in Crisis,170
1594,Suicide-related,136
1595,Person in Crisis,73
1596,Person in Crisis,107
1597,Overdose,105
1598,Person in Crisis,171
1599,Overdose,68
1600,Person in Crisis,73
1601,Suicide-related,111
1602,Suicide-related,150
1603,Suicide-related,88
1604,Suicide-related,149
1605,Suicide-related,30
1606,Person in Crisis,111
1607,Suicide-related,171
1608,Suicide-related,32
1609,Person in Crisis,114
1610,Person in Crisis,44
1611,Person in Crisis,65
1612,Person in Crisis,85
1613,Suicide-related,85
1614,Suicide-related,171
1615,Person in Crisis,107
1616,Person in Crisis,118
1617,Person in Crisis,60
1618,Person in Crisis,118
1619,Person in Crisis,170
1620,Person in Crisis,36
1621,Overdose,114
1622,Person in Crisis,78
1623,Overdose,107
1624,Suicide-related,1
1625,Suicide-related,78
1626,Person in Crisis,90
1627,Person in Crisis,83
1628,Person in Crisis,71
1629,Person in Crisis,85
1630,Suicide-related,36
1631,Person in Crisis,4
1632,Person in Crisis,162
1633,Person in Crisis,18
1634,Person in Crisis,154
1635,Person in Crisis,118
1636,Person in Crisis,95
1637,Suicide-related,136
1638,Person in Crisis,154
1639,Person in Crisis,85
1640,Person in Crisis,143
1641,Person in Crisis,91
1642,Person in Crisis,71
1643,Person in Crisis,94
1644,Person in Crisis,160
1645,Person in Crisis,139
1646,Person in Crisis,166
1647,Person in Crisis,83
1648,Suicide-related,8
1649,Suicide-related,65
1650,Person in Crisis,95
1651,Suicide-related,4
1652,Person in Crisis,83
1653,Person in Crisis,135
1654,Suicide-related,73
1655,Person in Crisis,70
1656,Person in Crisis,111
1657,Person in Crisis,4
1658,Suicide-related,152
1659,Person in Crisis,87
1660,Suicide-related,39
1661,Person in Crisis,167
1662,Person in Crisis,70
1663,Suicide-related,95
1664,Person in Crisis,1
1665,Person in Crisis,110
1666,Person in Crisis,78
1667,Person in Crisis,11
1668,Person in Crisis,112
1669,Suicide-related,168
1670,Person in Crisis,110
1671,Person in Crisis,168
1672,Person in Crisis,110
1673,Person in Crisis,36
1674,Person in Crisis,85
1675,Suicide-related,136
1676,Person in Crisis,155
1677,Overdose,166
1678,Person in Crisis,74
1679,Person in Crisis,71
1680,Person in Crisis,107
1681,Person in Crisis,83
1682,Overdose,163
1683,Suicide-related,141
1684,Person in Crisis,95
1685,Overdose,120
1686,Person in Crisis,63
1687,Person in Crisis,85
1688,Suicide-related,81
1689,Suicide-related,147
1690,Person in Crisis,37
1691,Person in Crisis,31
1692,Overdose,170
1693,Person in Crisis,87
1694,Suicide-related,33
1695,Suicide-related,89
1696,Suicide-related,124
1697,Suicide-related,136
1698,Person in Crisis,162
1699,Person in Crisis,124
1700,Person in Crisis,162
1701,Person in Crisis,169
1702,Suicide-related,47
1703,Person in Crisis,73
1704,Overdose,63
1705,Person in Crisis,79
1706,Person in Crisis,59
1707,Person in Crisis,62
1708,Person in Crisis,135
1709,Person in Crisis,162
1710,Suicide-related,100
1711,Person in Crisis,62
1712,Person in Crisis,164
1713,Person in Crisis,18
1714,Person in Crisis,98
1715,Suicide-related,70
1716,Person in Crisis,59
1717,Person in Crisis,135
1718,Suicide-related,119
1719,Person in Crisis,112
1720,Person in Crisis,73
1721,Person in Crisis,168
1722,Person in Crisis,113
1723,Person in Crisis,69
1724,Person in Crisis,79
1725,Person in Crisis,135
1726,Person in Crisis,129
1727,Person in Crisis,85
1728,Suicide-related,16
1729,Person in Crisis,110
1730,Suicide-related,144
1731,Person in Crisis,162
1732,Overdose,163
1733,Person in Crisis,139
1734,Suicide-related,87
1735,Person in Crisis,1
1736,Person in Crisis,139
1737,Person in Crisis,8
1738,Suicide-related,70
1739,Person in Crisis,115
1740,Suicide-related,39
1741,Person in Crisis,170
1742,Person in Crisis,30
1743,Suicide-related,90
1744,Person in Crisis,47
1745,Suicide-related,88
1746,Suicide-related,88
1747,Suicide-related,38
1748,Suicide-related,164
1749,Overdose,111
1750,Person in Crisis,138
1751,Suicide-related,168
1752,Person in Crisis,87
1753,Person in Crisis,85
1754,Person in Crisis,155
1755,Person in Crisis,78
1756,Person in Crisis,87
1757,Suicide-related,97
1758,Overdose,110
1759,Overdose,9
1760,Overdose,145
1761,Overdose,2
1762,Person in Crisis,168
1763,Person in Crisis,159
1764,Person in Crisis,54
1765,Person in Crisis,27
1766,Person in Crisis,25
1767,Person in Crisis,22
1768,Person in Crisis,32
1769,Person in Crisis,78
1770,Suicide-related,46
1771,Person in Crisis,38
1772,Person in Crisis,136
1773,Person in Crisis,46
1774,Person in Crisis,107
1775,Suicide-related,15
1776,Person in Crisis,174
1777,Person in Crisis,87
1778,Suicide-related,48
1779,Overdose,12
1780,Suicide-related,63
1781,Person in Crisis,52
1782,Overdose,115
1783,Person in Crisis,162
1784,Suicide-related,65
1785,Person in Crisis,73
1786,Person in Crisis,73
1787,Person in Crisis,115
1788,Suicide-related,84
1789,Person in Crisis,81
1790,Person in Crisis,170
1791,Person in Crisis,148
1792,Person in Crisis,73
1793,Suicide-related,119
1794,Person in Crisis,136
1795,Person in Crisis,111
1796,Suicide-related,124
1797,Suicide-related,124
1798,Person in Crisis,2
1799,Overdose,70
1800,Suicide-related,64
1801,Person in Crisis,125
1802,Person in Crisis,168
1803,Person in Crisis,88
1804,Person in Crisis,96
1805,Person in Crisis,85
1806,Suicide-related,106
1807,Person in Crisis,73
1808,Person in Crisis,63
1809,Suicide-related,172
1810,Suicide-related,165
1811,Person in Crisis,36
1812,Suicide-related,24
1813,Person in Crisis,39
1814,Suicide-related,139
1815,Person in Crisis,63
1816,Person in Crisis,112
1817,Person in Crisis,62
1818,Person in Crisis,73
1819,Person in Crisis,168
1820,Person in Crisis,167
1821,Person in Crisis,68
1822,Person in Crisis,118
1823,Person in Crisis,78
1824,Person in Crisis,124
1825,Person in Crisis,78
1826,Person in Crisis,168
1827,Person in Crisis,1
1828,Person in Crisis,73
1829,Person in Crisis,146
1830,Person in Crisis,138
1831,Person in Crisis,92
1832,Person in Crisis,119
1833,Overdose,38
1834,Person in Crisis,35
1835,Suicide-related,85
1836,Suicide-related,157
1837,Person in Crisis,164
1838,Suicide-related,141
1839,Person in Crisis,166
1840,Person in Crisis,70
1841,Person in Crisis,71
1842,Person in Crisis,150
1843,Suicide-related,47
1844,Overdose,57
1845,Person in Crisis,112
1846,Suicide-related,59
1847,Person in Crisis,162
1848,Suicide-related,170
1849,Person in Crisis,170
1850,Overdose,166
1851,Person in Crisis,118
1852,Person in Crisis,170
1853,Person in Crisis,86
1854,Person in Crisis,164
1855,Person in Crisis,1
1856,Person in Crisis,157
1857,Person in Crisis,135
1858,Suicide-related,16
1859,Suicide-related,163
1860,Person in Crisis,168
1861,Person in Crisis,54
1862,Suicide-related,167
1863,Suicide-related,166
1864,Person in Crisis,110
1865,Person in Crisis,162
1866,Person in Crisis,113
1867,Person in Crisis,162
1868,Person in Crisis,125
1869,Person in Crisis,70
1870,Person in Crisis,128
1871,Person in Crisis,167
1872,Suicide-related,2
1873,Suicide-related,70
1874,Person in Crisis,135
1875,Person in Crisis,61
1876,Person in Crisis,138
1877,Suicide-related,135
1878,Person in Crisis,68
1879,Suicide-related,85
1880,Person in Crisis,159
1881,Suicide-related,88
1882,Person in Crisis,81
1883,Person in Crisis,63
1884,Person in Crisis,71
1885,Overdose,78
